Entity,Code,Year,Wheat yield
Cyprus,CYP,2004,1.3329
Cyprus,CYP,2005,1.7570001
Cyprus,CYP,2006,1.3951
Cyprus,CYP,2007,2.0261002
Cyprus,CYP,2008,0.4954
Cyprus,CYP,2009,2.5499
Cyprus,CYP,2010,2.4115002
Cyprus,CYP,2011,2.2413
Cyprus,CYP,2012,2.6811001
Cyprus,CYP,2013,2.1935
Cyprus,CYP,2014,0.72450006
Cyprus,CYP,2015,2.9540002
Cyprus,CYP,2016,0.823
Cyprus,CYP,2017,1.9120001
Cyprus,CYP,2018,1.5029001
Cyprus,CYP,2019,2.7828002
Cyprus,CYP,2020,2.6715002
Cyprus,CYP,2021,2.1047
Cyprus,CYP,2022,2.3366003
Cyprus,CYP,2023,2.1929
Czechia,CZE,1993,4.235
Czechia,CZE,1994,4.5800004
Czechia,CZE,1995,4.6016
Czechia,CZE,1996,4.6671004
Czechia,CZE,1997,4.4100003
Czechia,CZE,1998,4.2143
Czechia,CZE,1999,4.6457005
Czechia,CZE,2000,4.2085004
Czechia,CZE,2001,4.8483
Czechia,CZE,2002,4.5551004
Czechia,CZE,2003,4.0684
Czechia,CZE,2004,5.8419003
Czechia,CZE,2005,5.0522003
Czechia,CZE,2006,4.4865003
Czechia,CZE,2007,4.8570004
Czechia,CZE,2008,5.7726
Czechia,CZE,2009,5.2425003
Czechia,CZE,2010,4.9924
Czechia,CZE,2011,5.6921005
Czechia,CZE,2012,4.3156004
Czechia,CZE,2013,5.6676
Czechia,CZE,2014,6.5104003
Czechia,CZE,2015,6.3559003
Czechia,CZE,2016,6.4959
Czechia,CZE,2017,5.6705003
Czechia,CZE,2018,5.3896003
Czechia,CZE,2019,5.7325
Czechia,CZE,2020,6.1389003
Czechia,CZE,2021,6.3214
Czechia,CZE,2022,6.0727005
Czechia,CZE,2023,6.4351006
Czechoslovakia,OWID_CZS,1961,2.5997
Czechoslovakia,OWID_CZS,1962,2.4549
Czechoslovakia,OWID_CZS,1963,2.4634001
Czechoslovakia,OWID_CZS,1964,2.2181003
Czechoslovakia,OWID_CZS,1965,2.4211001
Czechoslovakia,OWID_CZS,1966,2.5293002
Czechoslovakia,OWID_CZS,1967,2.713
Czechoslovakia,OWID_CZS,1968,3.1610003
Czechoslovakia,OWID_CZS,1969,3.0984
Czechoslovakia,OWID_CZS,1970,2.9456003
Czechoslovakia,OWID_CZS,1971,3.5263002
Czechoslovakia,OWID_CZS,1972,3.3685002
Czechoslovakia,OWID_CZS,1973,3.7769
Czechoslovakia,OWID_CZS,1974,3.9942002
Czechoslovakia,OWID_CZS,1975,3.5735002
Czechoslovakia,OWID_CZS,1976,3.7672002
Czechoslovakia,OWID_CZS,1977,4.0706005
Czechoslovakia,OWID_CZS,1978,4.4097004
Czechoslovakia,OWID_CZS,1979,3.4228003
Czechoslovakia,OWID_CZS,1980,4.5311003
Czechoslovakia,OWID_CZS,1981,3.9918003
Czechoslovakia,OWID_CZS,1982,4.3122005
Czechoslovakia,OWID_CZS,1983,4.8926005
Czechoslovakia,OWID_CZS,1984,5.1362004
Czechoslovakia,OWID_CZS,1985,4.9816003
Czechoslovakia,OWID_CZS,1986,4.4031005
Czechoslovakia,OWID_CZS,1987,5.0784
Czechoslovakia,OWID_CZS,1988,5.2826004
Czechoslovakia,OWID_CZS,1989,5.1315002
Czechoslovakia,OWID_CZS,1990,5.4212003
Czechoslovakia,OWID_CZS,1991,5.1526003
Czechoslovakia,OWID_CZS,1992,4.5957003
Democratic Republic of Congo,COD,1961,0.70900005
Democratic Republic of Congo,COD,1962,0.99000007
Democratic Republic of Congo,COD,1963,0.96400005
Democratic Republic of Congo,COD,1964,1.028
Democratic Republic of Congo,COD,1965,1
Democratic Republic of Congo,COD,1966,1.1
Democratic Republic of Congo,COD,1967,0.93410003
Democratic Republic of Congo,COD,1968,1
Democratic Republic of Congo,COD,1969,1.1400001
Democratic Republic of Congo,COD,1970,0.53000003
Democratic Republic of Congo,COD,1971,0.49190003
Democratic Republic of Congo,COD,1972,0.43400002
Democratic Republic of Congo,COD,1973,0.49610004
Democratic Republic of Congo,COD,1974,0.6296
Democratic Republic of Congo,COD,1975,0.6481
Democratic Republic of Congo,COD,1976,0.66670007
Democratic Republic of Congo,COD,1977,0.63640004
Democratic Republic of Congo,COD,1978,0.66670007
Democratic Republic of Congo,COD,1979,0.59180003
Democratic Republic of Congo,COD,1980,0.6078
Democratic Republic of Congo,COD,1981,0.59620005
Democratic Republic of Congo,COD,1982,0.5926
Democratic Republic of Congo,COD,1983,0.6071
Democratic Republic of Congo,COD,1984,0.59650004
Democratic Republic of Congo,COD,1985,0.58620006
Democratic Republic of Congo,COD,1986,1.1634
Democratic Republic of Congo,COD,1987,0.93000007
Democratic Republic of Congo,COD,1988,0.9153
Democratic Republic of Congo,COD,1989,0.92640007
Democratic Republic of Congo,COD,1990,0.92590004
Democratic Republic of Congo,COD,1991,0.92550004
Democratic Republic of Congo,COD,1992,1.2356
Democratic Republic of Congo,COD,1993,1.2803001
Democratic Republic of Congo,COD,1994,1.2813001
Democratic Republic of Congo,COD,1995,1.2929001
Democratic Republic of Congo,COD,1996,1.2901
Democratic Republic of Congo,COD,1997,1.2894001
Democratic Republic of Congo,COD,1998,1.2904
Democratic Republic of Congo,COD,1999,1.2850001
Democratic Republic of Congo,COD,2000,1.2849001
Democratic Republic of Congo,COD,2001,1.2850001
Democratic Republic of Congo,COD,2002,1.2872
Democratic Republic of Congo,COD,2003,1.2129
Democratic Republic of Congo,COD,2004,1.2842
Democratic Republic of Congo,COD,2005,1.2850001
Democratic Republic of Congo,COD,2006,1.2849001
Democratic Republic of Congo,COD,2007,1.2849001
Democratic Republic of Congo,COD,2008,1.2849001
Democratic Republic of Congo,COD,2009,1.2851
Democratic Republic of Congo,COD,2010,1.2854
Democratic Republic of Congo,COD,2011,1.2986001
Democratic Republic of Congo,COD,2012,1.3116001
Democratic Republic of Congo,COD,2013,1.3044001
Democratic Republic of Congo,COD,2014,1.3035
Democratic Republic of Congo,COD,2015,1.3091
Democratic Republic of Congo,COD,2016,1.2880001
Democratic Republic of Congo,COD,2017,1.2588001
Democratic Republic of Congo,COD,2018,1.2258002
Democratic Republic of Congo,COD,2019,1.1894001
Democratic Republic of Congo,COD,2020,1.125
Democratic Republic of Congo,COD,2021,1.125
Democratic Republic of Congo,COD,2022,1.125
Democratic Republic of Congo,COD,2023,1.125
Denmark,DNK,1850,1.2
Denmark,DNK,1911,3.31
Denmark,DNK,1934,2.81
Denmark,DNK,1950,3.65
Denmark,DNK,1961,4.1205
Denmark,DNK,1962,4.183
Denmark,DNK,1963,3.6698003
Denmark,DNK,1964,4.2257004
Denmark,DNK,1965,4.4573
Denmark,DNK,1966,4.2752004
Denmark,DNK,1967,4.6525
Denmark,DNK,1968,4.8137
Denmark,DNK,1969,4.3615003
Denmark,DNK,1970,4.4859
Denmark,DNK,1971,4.8538
Denmark,DNK,1972,4.3939
Denmark,DNK,1973,4.4129
Denmark,DNK,1974,5.3502007
Denmark,DNK,1975,5.1017003
Denmark,DNK,1976,4.6837006
Denmark,DNK,1977,5.2207003
Denmark,DNK,1978,5.2705
Denmark,DNK,1979,5.1616
Denmark,DNK,1980,4.6842003
Denmark,DNK,1981,5.558
Denmark,DNK,1982,6.6730003
Denmark,DNK,1983,6.4004
Denmark,DNK,1984,7.3230004
Denmark,DNK,1985,5.8256
Denmark,DNK,1986,6.1684003
Denmark,DNK,1987,5.7474003
Denmark,DNK,1988,6.7521005
Denmark,DNK,1989,7.2534003
Denmark,DNK,1990,7.418
Denmark,DNK,1991,7.0749
Denmark,DNK,1992,6.1510005
Denmark,DNK,1993,6.9791
Denmark,DNK,1994,6.4948
Denmark,DNK,1995,7.5633
Denmark,DNK,1996,6.9864
Denmark,DNK,1997,7.2057004
Denmark,DNK,1998,7.2476006
Denmark,DNK,1999,7.0074
Denmark,DNK,2000,7.4797006
Denmark,DNK,2001,7.3559003
Denmark,DNK,2002,7.0345
Denmark,DNK,2003,7.0768003
Denmark,DNK,2004,7.1406
Denmark,DNK,2005,7.2328
Denmark,DNK,2006,6.9964004
Denmark,DNK,2007,6.5610003
Denmark,DNK,2008,7.8638
Denmark,DNK,2009,8.0373
Denmark,DNK,2010,6.6264
Denmark,DNK,2011,6.4672003
Denmark,DNK,2012,7.3687005
Denmark,DNK,2013,7.2992005
Denmark,DNK,2014,7.7833004
Denmark,DNK,2015,7.9527006
Denmark,DNK,2016,7.2067003
Denmark,DNK,2017,8.240901
Denmark,DNK,2018,6.1624002
Denmark,DNK,2019,8.0957
Denmark,DNK,2020,8.098701
Denmark,DNK,2021,7.5267005
Denmark,DNK,2022,8.376
Denmark,DNK,2023,7.2725005
Eastern Africa (FAO),,1961,0.7486
Eastern Africa (FAO),,1962,0.73740005
Eastern Africa (FAO),,1963,0.7627
Eastern Africa (FAO),,1964,0.77120006
Eastern Africa (FAO),,1965,0.8126
Eastern Africa (FAO),,1966,0.79260004
Eastern Africa (FAO),,1967,0.81570005
Eastern Africa (FAO),,1968,0.86890006
Eastern Africa (FAO),,1969,0.8906
Eastern Africa (FAO),,1970,0.8909001
Eastern Africa (FAO),,1971,0.90990007
Eastern Africa (FAO),,1972,0.9041
Eastern Africa (FAO),,1973,0.96690005
Eastern Africa (FAO),,1974,1.0078
Eastern Africa (FAO),,1975,1.0963001
Eastern Africa (FAO),,1976,1.2645
Eastern Africa (FAO),,1977,1.3464001
Eastern Africa (FAO),,1978,1.2312
Eastern Africa (FAO),,1979,1.3059001
Eastern Africa (FAO),,1980,1.3974001
Eastern Africa (FAO),,1981,1.4872
Eastern Africa (FAO),,1982,1.358
Eastern Africa (FAO),,1983,1.5049001
Eastern Africa (FAO),,1984,1.2441001
Eastern Africa (FAO),,1985,1.3705001
Eastern Africa (FAO),,1986,1.3617
Eastern Africa (FAO),,1987,1.4460001
Eastern Africa (FAO),,1988,1.5061
Eastern Africa (FAO),,1989,1.5825001
Eastern Africa (FAO),,1990,1.7287
Eastern Africa (FAO),,1991,1.7666
Eastern Africa (FAO),,1992,1.5383002
Eastern Africa (FAO),,1993,1.7357
Eastern Africa (FAO),,1994,1.4936
Eastern Africa (FAO),,1995,1.4748001
Eastern Africa (FAO),,1996,1.4946
Eastern Africa (FAO),,1997,1.5254
Eastern Africa (FAO),,1998,1.5892
Eastern Africa (FAO),,1999,1.3701
Eastern Africa (FAO),,2000,1.3254001
Eastern Africa (FAO),,2001,1.529
Eastern Africa (FAO),,2002,1.6516
Eastern Africa (FAO),,2003,1.6107
Eastern Africa (FAO),,2004,1.6902001
Eastern Africa (FAO),,2005,1.7629001
Eastern Africa (FAO),,2006,1.6896001
Eastern Africa (FAO),,2007,1.7794001
Eastern Africa (FAO),,2008,1.7252
Eastern Africa (FAO),,2009,1.7688001
Eastern Africa (FAO),,2010,1.9752
Eastern Africa (FAO),,2011,2.0281
Eastern Africa (FAO),,2012,2.1632001
Eastern Africa (FAO),,2013,2.4229
Eastern Africa (FAO),,2014,2.4328
Eastern Africa (FAO),,2015,2.6488001
Eastern Africa (FAO),,2016,2.4913
Eastern Africa (FAO),,2017,2.5768
Eastern Africa (FAO),,2018,2.6701002
Eastern Africa (FAO),,2019,2.8981001
Eastern Africa (FAO),,2020,2.9771001
Eastern Africa (FAO),,2021,3.0606003
Eastern Africa (FAO),,2022,3.0339
Eastern Africa (FAO),,2023,3.1056004
Eastern Asia (FAO),,1961,0.6147
Eastern Asia (FAO),,1962,0.74670005
Eastern Asia (FAO),,1963,0.7911
Eastern Asia (FAO),,1964,0.85740006
Eastern Asia (FAO),,1965,1.0505
Eastern Asia (FAO),,1966,1.0771
Eastern Asia (FAO),,1967,1.1458001
Eastern Asia (FAO),,1968,1.1334001
Eastern Asia (FAO),,1969,1.0945001
Eastern Asia (FAO),,1970,1.151
Eastern Asia (FAO),,1971,1.2766
Eastern Asia (FAO),,1972,1.3638002
Eastern Asia (FAO),,1973,1.3344
Eastern Asia (FAO),,1974,1.5065001
Eastern Asia (FAO),,1975,1.6368002
Eastern Asia (FAO),,1976,1.7662001
Eastern Asia (FAO),,1977,1.4619001
Eastern Asia (FAO),,1978,1.8326001
Eastern Asia (FAO),,1979,2.1230001
Eastern Asia (FAO),,1980,1.8800001
Eastern Asia (FAO),,1981,2.0917
Eastern Asia (FAO),,1982,2.4342
Eastern Asia (FAO),,1983,2.7809
Eastern Asia (FAO),,1984,2.9369001
Eastern Asia (FAO),,1985,2.9147
Eastern Asia (FAO),,1986,3.0153003
Eastern Asia (FAO),,1987,2.9514
Eastern Asia (FAO),,1988,2.943
Eastern Asia (FAO),,1989,3.0133002
Eastern Asia (FAO),,1990,3.1575003
Eastern Asia (FAO),,1991,3.0604
Eastern Asia (FAO),,1992,3.2853003
Eastern Asia (FAO),,1993,3.4705002
Eastern Asia (FAO),,1994,3.3833003
Eastern Asia (FAO),,1995,3.4993002
Eastern Asia (FAO),,1996,3.6913002
Eastern Asia (FAO),,1997,4.0586004
Eastern Asia (FAO),,1998,3.6509001
Eastern Asia (FAO),,1999,3.9096003
Eastern Asia (FAO),,2000,3.7125
Eastern Asia (FAO),,2001,3.7767
Eastern Asia (FAO),,2002,3.7473001
Eastern Asia (FAO),,2003,3.8994
Eastern Asia (FAO),,2004,4.2180004
Eastern Asia (FAO),,2005,4.2426004
Eastern Asia (FAO),,2006,4.5623
Eastern Asia (FAO),,2007,4.5803
Eastern Asia (FAO),,2008,4.729
Eastern Asia (FAO),,2009,4.6869
Eastern Asia (FAO),,2010,4.6895003
Eastern Asia (FAO),,2011,4.7791004
Eastern Asia (FAO),,2012,4.9309
Eastern Asia (FAO),,2013,4.9956
Eastern Asia (FAO),,2014,5.1856003
Eastern Asia (FAO),,2015,5.3101006
Eastern Asia (FAO),,2016,5.3185
Eastern Asia (FAO),,2017,5.4166
Eastern Asia (FAO),,2018,5.3441005
Eastern Asia (FAO),,2019,5.5526004
Eastern Asia (FAO),,2020,5.6544003
Eastern Asia (FAO),,2021,5.7183
Eastern Asia (FAO),,2022,5.7596
Eastern Asia (FAO),,2023,5.6981006
Eastern Europe (FAO),,1961,1.065
Eastern Europe (FAO),,1962,1.0550001
Eastern Europe (FAO),,1963,0.81750005
Eastern Europe (FAO),,1964,1.0958
Eastern Europe (FAO),,1965,0.93380004
Eastern Europe (FAO),,1966,1.4259001
Eastern Europe (FAO),,1967,1.2195001
Eastern Europe (FAO),,1968,1.4116
Eastern Europe (FAO),,1969,1.2757
Eastern Europe (FAO),,1970,1.5177001
Eastern Europe (FAO),,1971,1.5946001
Eastern Europe (FAO),,1972,1.5588001
Eastern Europe (FAO),,1973,1.789
Eastern Europe (FAO),,1974,1.5296
Eastern Europe (FAO),,1975,1.2016001
Eastern Europe (FAO),,1976,1.7402
Eastern Europe (FAO),,1977,1.6131
Eastern Europe (FAO),,1978,1.9901
Eastern Europe (FAO),,1979,1.6192
Eastern Europe (FAO),,1980,1.7204001
Eastern Europe (FAO),,1981,1.5078001
Eastern Europe (FAO),,1982,1.6422
Eastern Europe (FAO),,1983,1.7038001
Eastern Europe (FAO),,1984,1.6451
Eastern Europe (FAO),,1985,1.7345
Eastern Europe (FAO),,1986,2.0343
Eastern Europe (FAO),,1987,1.9710001
Eastern Europe (FAO),,1988,2.0112
Eastern Europe (FAO),,1989,2.1822
Eastern Europe (FAO),,1990,2.4213002
Eastern Europe (FAO),,1991,1.9147
Eastern Europe (FAO),,1992,2.3617
Eastern Europe (FAO),,1993,2.3581002
Eastern Europe (FAO),,1994,2.1159
Eastern Europe (FAO),,1995,2.1682
Eastern Europe (FAO),,1996,1.9782001
Eastern Europe (FAO),,1997,2.3691
Eastern Europe (FAO),,1998,2.0895002
Eastern Europe (FAO),,1999,2.0955
Eastern Europe (FAO),,2000,2.0156
Eastern Europe (FAO),,2001,2.5962
Eastern Europe (FAO),,2002,2.4907
Eastern Europe (FAO),,2003,2.115
Eastern Europe (FAO),,2004,2.6790001
Eastern Europe (FAO),,2005,2.4676
Eastern Europe (FAO),,2006,2.3441002
Eastern Europe (FAO),,2007,2.3470001
Eastern Europe (FAO),,2008,3.0151002
Eastern Europe (FAO),,2009,2.7043002
Eastern Europe (FAO),,2010,2.4487
Eastern Europe (FAO),,2011,2.8279
Eastern Europe (FAO),,2012,2.3601003
Eastern Europe (FAO),,2013,2.8642
Eastern Europe (FAO),,2014,3.2058003
Eastern Europe (FAO),,2015,3.0931003
Eastern Europe (FAO),,2016,3.3220003
Eastern Europe (FAO),,2017,3.6446002
Eastern Europe (FAO),,2018,3.2553003
Eastern Europe (FAO),,2019,3.3471003
Eastern Europe (FAO),,2020,3.3876002
Eastern Europe (FAO),,2021,3.5127
Eastern Europe (FAO),,2022,3.8413002
Eastern Europe (FAO),,2023,3.7432
Ecuador,ECU,1961,0.99240005
Ecuador,ECU,1962,0.78970003
Ecuador,ECU,1963,0.79010004
Ecuador,ECU,1964,0.6681
Ecuador,ECU,1965,0.88970006
Ecuador,ECU,1966,0.96500003
Ecuador,ECU,1967,0.9869001
Ecuador,ECU,1968,1.0442
Ecuador,ECU,1969,0.93880004
Ecuador,ECU,1970,1.0626
Ecuador,ECU,1971,0.9017001
Ecuador,ECU,1972,0.90340006
Ecuador,ECU,1973,0.9717001
Ecuador,ECU,1974,0.97740006
Ecuador,ECU,1975,0.92050004
Ecuador,ECU,1976,0.85
Ecuador,ECU,1977,0.9731
Ecuador,ECU,1978,1.0754001
Ecuador,ECU,1979,1.029
Ecuador,ECU,1980,0.96930003
Ecuador,ECU,1981,1.1141
Ecuador,ECU,1982,1.1658001
Ecuador,ECU,1983,1.0450001
Ecuador,ECU,1984,1.0275
Ecuador,ECU,1985,1.0192001
Ecuador,ECU,1986,0.8031
Ecuador,ECU,1987,0.7961
Ecuador,ECU,1988,0.8671
Ecuador,ECU,1989,0.66650003
Ecuador,ECU,1990,0.79670006
Ecuador,ECU,1991,0.5696
Ecuador,ECU,1992,0.5911
Ecuador,ECU,1993,0.6711
Ecuador,ECU,1994,0.61620003
Ecuador,ECU,1995,0.6951
Ecuador,ECU,1996,0.6176
Ecuador,ECU,1997,0.5976
Ecuador,ECU,1998,0.64840007
Ecuador,ECU,1999,0.7001
Ecuador,ECU,2000,0.6208
Ecuador,ECU,2001,0.61
Ecuador,ECU,2002,0.5696
Ecuador,ECU,2003,0.79800004
Ecuador,ECU,2004,0.8053
Ecuador,ECU,2005,0.72200006
Ecuador,ECU,2006,0.7774001
Ecuador,ECU,2007,0.8186
Ecuador,ECU,2008,0.74660003
Ecuador,ECU,2009,0.86170006
Ecuador,ECU,2010,0.89120007
Ecuador,ECU,2011,0.92490005
Ecuador,ECU,2012,0.79950005
Ecuador,ECU,2013,0.70640004
Ecuador,ECU,2014,1.1204001
Ecuador,ECU,2015,0.71650004
Ecuador,ECU,2016,1.5250001
Ecuador,ECU,2017,1.2924001
Ecuador,ECU,2018,1.7142
Ecuador,ECU,2019,1.6446
Ecuador,ECU,2020,2.1868002
Ecuador,ECU,2021,1.8051001
Ecuador,ECU,2022,1.6908001
Ecuador,ECU,2023,0.9854001
Egypt,EGY,1961,2.4697
Egypt,EGY,1962,2.6064
Egypt,EGY,1963,2.6425002
Egypt,EGY,1964,2.7551003
Egypt,EGY,1965,2.6445
Egypt,EGY,1966,2.703
Egypt,EGY,1967,2.4509
Egypt,EGY,1968,2.5349
Egypt,EGY,1969,2.4049
Egypt,EGY,1970,2.7561002
Egypt,EGY,1971,3.0406003
Egypt,EGY,1972,3.0912
Egypt,EGY,1973,3.6926003
Egypt,EGY,1974,3.2686002
Egypt,EGY,1975,3.4722002
Egypt,EGY,1976,3.3447
Egypt,EGY,1977,3.3320003
Egypt,EGY,1978,3.3344002
Egypt,EGY,1979,3.1606002
Egypt,EGY,1980,3.1175
Egypt,EGY,1981,3.2974
Egypt,EGY,1982,3.4962
Egypt,EGY,1983,3.5996003
Egypt,EGY,1984,3.6668003
Egypt,EGY,1985,3.759
Egypt,EGY,1986,3.8028002
Egypt,EGY,1987,4.7158
Egypt,EGY,1988,4.7510004
Egypt,EGY,1989,4.9416003
Egypt,EGY,1990,5.1967006
Egypt,EGY,1991,4.8163
Egypt,EGY,1992,5.2546005
Egypt,EGY,1993,5.2970004
Egypt,EGY,1994,5.0026
Egypt,EGY,1995,5.4221005
Egypt,EGY,1996,5.6384
Egypt,EGY,1997,5.5994
Egypt,EGY,1998,5.9896
Egypt,EGY,1999,6.3467007
Egypt,EGY,2000,6.3422003
Egypt,EGY,2001,6.3580003
Egypt,EGY,2002,6.4345
Egypt,EGY,2003,6.5001006
Egypt,EGY,2004,6.5567007
Egypt,EGY,2005,6.4929004
Egypt,EGY,2006,6.4303
Egypt,EGY,2007,6.4673
Egypt,EGY,2008,6.5031004
Egypt,EGY,2009,6.3829
Egypt,EGY,2010,5.5741005
Egypt,EGY,2011,6.5428
Egypt,EGY,2012,6.5823
Egypt,EGY,2013,6.6682005
Egypt,EGY,2014,6.1752005
Egypt,EGY,2015,6.5919003
Egypt,EGY,2016,6.6311
Egypt,EGY,2017,6.8597007
Egypt,EGY,2018,6.2942004
Egypt,EGY,2019,6.5003
Egypt,EGY,2020,6.3663
Egypt,EGY,2021,6.8505
Egypt,EGY,2022,6.6989
Egypt,EGY,2023,7.1852007
Eritrea,ERI,1993,0.20380001
Eritrea,ERI,1994,0.74490005
Eritrea,ERI,1995,0.51240003
Eritrea,ERI,1996,0.36650002
Eritrea,ERI,1997,0.3434
Eritrea,ERI,1998,0.9552001
Eritrea,ERI,1999,0.77000004
Eritrea,ERI,2000,0.59430003
Eritrea,ERI,2001,1.1658001
Eritrea,ERI,2002,0.17060001
Eritrea,ERI,2003,0.19870001
Eritrea,ERI,2004,0.298
Eritrea,ERI,2005,1.1565001
Eritrea,ERI,2006,1.1604
Eritrea,ERI,2007,0.83950007
Eritrea,ERI,2008,0.33070004
Eritrea,ERI,2009,1.0706
Eritrea,ERI,2010,1.1786001
Eritrea,ERI,2011,1.1154001
Eritrea,ERI,2012,1.2692
Eritrea,ERI,2013,1.2
Eritrea,ERI,2014,1.2
Eritrea,ERI,2015,1
Eritrea,ERI,2016,1
Eritrea,ERI,2017,1
Eritrea,ERI,2018,1
Eritrea,ERI,2019,1
Eritrea,ERI,2020,1
Eritrea,ERI,2021,1
Eritrea,ERI,2022,1
Eritrea,ERI,2023,1
Estonia,EST,1992,2.0562
Estonia,EST,1993,2.0994
Estonia,EST,1994,1.6686001
Estonia,EST,1995,1.9974002
Estonia,EST,1996,2.2046
Estonia,EST,1997,2.1850002
Estonia,EST,1998,1.7666
Estonia,EST,1999,1.3377
Estonia,EST,2000,2.1285
Estonia,EST,2001,2.2302
Estonia,EST,2002,2.3025
Estonia,EST,2003,2.1574
Estonia,EST,2004,2.5083
Estonia,EST,2005,3.0818002
Estonia,EST,2006,2.4173002
Estonia,EST,2007,3.4746003
Estonia,EST,2008,3.1831002
Estonia,EST,2009,3.0146003
Estonia,EST,2010,2.7440002
Estonia,EST,2011,2.8065002
Estonia,EST,2012,3.8994
Estonia,EST,2013,3.2754002
Estonia,EST,2014,3.9864001
Estonia,EST,2015,4.7885003
Estonia,EST,2016,2.7685
Estonia,EST,2017,4.2018
Estonia,EST,2018,2.9129
Estonia,EST,2019,5.0699
Estonia,EST,2020,5.0019
Estonia,EST,2021,4.0904
Estonia,EST,2022,4.7197003
Estonia,EST,2023,3.9991002
Eswatini,SWZ,1970,2.7895002
Eswatini,SWZ,1971,4.5345
Eswatini,SWZ,1972,3.0833
Eswatini,SWZ,1973,2.9384
Eswatini,SWZ,1974,2.9378002
Eswatini,SWZ,1975,1.4684001
Eswatini,SWZ,1976,2.0421002
Eswatini,SWZ,1977,3.2500002
Eswatini,SWZ,1978,3.2500002
Eswatini,SWZ,1979,3.2500002
Eswatini,SWZ,1980,3.2500002
Eswatini,SWZ,1981,3.2500002
Eswatini,SWZ,1982,3.2500002
Eswatini,SWZ,1983,3.2500002
Eswatini,SWZ,1984,3.2500002
Eswatini,SWZ,1985,3.2500002
Eswatini,SWZ,1986,3.2500002
Eswatini,SWZ,1987,3.2500002
Eswatini,SWZ,1988,3.2500002
Eswatini,SWZ,1989,3.2500002
Eswatini,SWZ,1990,3.9641004
Eswatini,SWZ,1991,2
Eswatini,SWZ,1992,1.6781001
Eswatini,SWZ,1993,1.6051
Eswatini,SWZ,1994,1.4286001
Eswatini,SWZ,1995,1.5000001
Eswatini,SWZ,1996,1.5000001
Eswatini,SWZ,1997,1.5603001
Eswatini,SWZ,1998,1.5909001
Eswatini,SWZ,1999,1.5000001
Eswatini,SWZ,2000,1.5000001
Eswatini,SWZ,2001,1.5413002
Eswatini,SWZ,2002,1.5392001
Eswatini,SWZ,2003,1.5428001
Eswatini,SWZ,2004,1.5438001
Eswatini,SWZ,2005,1.5451001
Eswatini,SWZ,2006,1.552
Eswatini,SWZ,2007,1.4773002
Eswatini,SWZ,2008,1.5660001
Eswatini,SWZ,2009,1.5000001
Eswatini,SWZ,2010,1.5000001
Eswatini,SWZ,2011,1.6847
Eswatini,SWZ,2012,2
Eswatini,SWZ,2013,2
Eswatini,SWZ,2014,1.94
Eswatini,SWZ,2015,1.7507
Eswatini,SWZ,2016,1.8325001
Eswatini,SWZ,2017,1.8550001
Eswatini,SWZ,2018,1.8587
Eswatini,SWZ,2019,1.8698001
Eswatini,SWZ,2020,1.8612001
Eswatini,SWZ,2021,1.8632001
Eswatini,SWZ,2022,1.8648001
Eswatini,SWZ,2023,1.8631
Ethiopia,ETH,1993,1.5487
Ethiopia,ETH,1994,1.0749
Ethiopia,ETH,1995,1.3106
Ethiopia,ETH,1996,1.2114
Ethiopia,ETH,1997,1.2917
Ethiopia,ETH,1998,1.3738002
Ethiopia,ETH,1999,1.115
Ethiopia,ETH,2000,1.1631
Ethiopia,ETH,2001,1.3259001
Ethiopia,ETH,2002,1.4354001
Ethiopia,ETH,2003,1.3874
Ethiopia,ETH,2004,1.4691
Ethiopia,ETH,2005,1.5567
Ethiopia,ETH,2006,1.5204
Ethiopia,ETH,2007,1.6711
Ethiopia,ETH,2008,1.6245
Ethiopia,ETH,2009,1.8269001
Ethiopia,ETH,2010,1.8385001
Ethiopia,ETH,2011,2.0288002
Ethiopia,ETH,2012,2.1102002
Ethiopia,ETH,2013,2.4446
Ethiopia,ETH,2014,2.5433002
Ethiopia,ETH,2015,2.7941003
Ethiopia,ETH,2016,2.6755002
Ethiopia,ETH,2017,2.7361002
Ethiopia,ETH,2018,2.7679
Ethiopia,ETH,2019,2.9705002
Ethiopia,ETH,2020,2.9954
Ethiopia,ETH,2021,3.1107001
Ethiopia,ETH,2022,3.0526001
Ethiopia,ETH,2023,3.1183002
Ethiopia (former),OWID_ERE,1961,0.71270007
Ethiopia (former),OWID_ERE,1962,0.71270007
Ethiopia (former),OWID_ERE,1963,0.7123
Ethiopia (former),OWID_ERE,1964,0.71000004
Ethiopia (former),OWID_ERE,1965,0.72
Ethiopia (former),OWID_ERE,1966,0.73
Ethiopia (former),OWID_ERE,1967,0.73270005
Ethiopia (former),OWID_ERE,1968,0.73890007
Ethiopia (former),OWID_ERE,1969,0.7453
Ethiopia (former),OWID_ERE,1970,0.75490004
Ethiopia (former),OWID_ERE,1971,0.7691
Ethiopia (former),OWID_ERE,1972,0.7868
Ethiopia (former),OWID_ERE,1973,0.8
Ethiopia (former),OWID_ERE,1974,0.8
Ethiopia (former),OWID_ERE,1975,0.9135001
Ethiopia (former),OWID_ERE,1976,0.99200004
Ethiopia (former),OWID_ERE,1977,1.1036
Ethiopia (former),OWID_ERE,1978,0.8704001
Ethiopia (former),OWID_ERE,1979,0.96110004
Ethiopia (former),OWID_ERE,1980,1.0023
Ethiopia (former),OWID_ERE,1981,1.1105001
