-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Latitude  10.7852   Longitude 79.1378 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 39.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,16.86,20.23,23.57,22.96,23.03,19.43,21.42,19.75,19.94,18.71,15.4,15.67,19.75
ALLSKY_SFC_SW_DWN,2001,16.38,21.67,22.73,20.87,23.6,19.8,20.32,21.85,20.33,16.54,14.91,14.45,19.44
ALLSKY_SFC_SW_DWN,2002,16.84,19.54,23.65,23.77,21.76,21.0,21.4,20.76,21.86,16.87,14.95,15.75,19.84
ALLSKY_SFC_SW_DWN,2003,17.76,20.82,22.86,22.49,20.37,21.71,19.04,20.15,21.61,16.98,13.28,17.18,19.51
ALLSKY_SFC_SW_DWN,2004,19.11,22.21,23.08,23.0,19.64,21.43,20.2,21.39,17.88,16.29,13.86,15.49,19.45
ALLSKY_SFC_SW_DWN,2005,17.89,22.42,22.11,20.11,22.25,20.76,20.53,22.19,20.47,17.36,12.11,15.63,19.47
ALLSKY_SFC_SW_DWN,2006,17.54,21.71,21.94,22.85,21.65,21.05,20.33,21.73,19.36,17.17,14.97,16.15,19.69
ALLSKY_SFC_SW_DWN,2007,17.63,20.66,23.69,22.76,22.73,18.82,19.48,21.47,20.44,16.75,17.76,14.44,19.71
ALLSKY_SFC_SW_DWN,2008,19.01,20.24,19.09,22.48,23.35,21.16,21.17,20.27,20.79,18.32,14.34,15.69,19.66
ALLSKY_SFC_SW_DWN,2009,18.65,22.72,22.68,22.11,21.38,22.75,20.36,20.91,21.16,19.4,14.95,13.08,19.99
ALLSKY_SFC_SW_DWN,2010,17.94,20.93,23.72,23.0,21.62,20.39,19.83,19.34,18.9,18.8,13.9,12.98,19.27
ALLSKY_SFC_SW_DWN,2011,16.45,19.37,23.85,21.69,23.25,20.89,20.13,21.08,21.4,17.0,15.03,14.35,19.54
ALLSKY_SFC_SW_DWN,2012,19.09,20.99,22.65,22.45,21.49,21.33,21.17,20.7,20.6,16.11,17.91,15.49,19.99
ALLSKY_SFC_SW_DWN,2013,18.44,19.83,21.87,23.53,21.4,19.7,18.75,20.21,20.42,19.21,16.11,15.15,19.54
ALLSKY_SFC_SW_DWN,2014,16.31,20.75,23.0,23.68,20.98,21.37,20.52,20.37,21.17,16.71,12.43,12.92,19.17
ALLSKY_SFC_SW_DWN,2015,18.08,20.92,23.04,22.6,19.55,20.7,22.06,21.79,20.41,18.3,13.48,13.76,19.55
ALLSKY_SFC_SW_DWN,2016,18.29,21.24,23.33,24.07,20.57,19.54,20.3,21.97,20.78,18.26,15.63,16.2,20.01
ALLSKY_SFC_SW_DWN,2017,17.23,21.98,21.74,24.09,20.77,20.93,20.0,19.78,19.44,16.37,13.34,16.02,19.28
ALLSKY_SFC_SW_DWN,2018,17.87,21.64,22.02,22.62,20.16,20.41,19.28,18.24,20.94,15.08,13.92,14.92,18.9
ALLSKY_SFC_SW_DWN,2019,18.7,20.57,24.24,23.21,22.37,20.95,19.26,18.86,19.38,16.72,16.12,14.64,19.57
ALLSKY_SFC_SW_DWN,2020,19.07,21.03,23.23,23.52,21.12,20.52,18.28,19.83,17.29,18.17,14.22,12.28,19.04
ALLSKY_SFC_SW_DWN,2021,14.5,21.38,23.89,22.06,21.09,20.11,19.22,18.48,19.83,15.9,11.33,16.39,18.66
ALLSKY_SFC_SW_DWN,2022,17.25,19.68,21.55,22.1,20.45,20.33,18.64,19.2,20.45,15.62,13.94,14.17,18.6
ALLSKY_SFC_SW_DWN,2023,17.55,20.98,22.48,22.77,20.38,20.71,18.59,22.38,20.37,17.52,12.87,13.29,19.14
ALLSKY_SFC_SW_DWN,2024,16.42,21.2,23.84,23.7,18.64,19.97,18.7,20.42,21.09,16.72,12.09,13.69,18.86
ALLSKY_SFC_SW_DWN,2025,15.37,21.59,22.46,22.11,19.78,21.01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2000,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2001,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2003,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2004,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2005,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2006,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2007,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2008,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2009,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2010,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2011,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2012,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2013,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2014,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2016,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2017,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2018,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2019,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2020,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2021,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2022,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
