-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Latitude  42.0347   Longitude -93.62 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 310.22 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,6.63,8.75,14.13,18.21,19.75,22.13,21.41,18.64,15.62,10.61,6.58,6.25,14.07
ALLSKY_SFC_SW_DWN,2001,8.02,10.84,14.29,17.35,17.73,23.52,21.71,20.61,14.8,10.94,7.69,5.77,14.45
ALLSKY_SFC_SW_DWN,2002,6.72,11.23,14.08,16.85,22.74,23.13,23.42,19.87,16.26,9.04,7.75,6.46,14.81
ALLSKY_SFC_SW_DWN,2003,7.0,10.93,12.88,16.58,20.84,22.26,23.7,21.3,16.98,12.08,6.88,6.15,14.82
ALLSKY_SFC_SW_DWN,2004,6.38,9.8,11.92,19.89,19.46,22.38,21.76,19.14,18.24,9.37,7.05,5.82,14.26
ALLSKY_SFC_SW_DWN,2005,6.38,9.55,14.38,18.72,19.27,22.56,24.57,21.35,15.94,11.46,6.97,5.84,14.78
ALLSKY_SFC_SW_DWN,2006,6.13,11.07,11.81,17.52,19.96,23.02,22.92,18.32,14.64,10.49,7.81,5.77,14.13
ALLSKY_SFC_SW_DWN,2007,7.06,10.9,13.83,18.97,20.95,24.02,25.54,17.93,17.07,10.14,7.83,5.45,14.99
ALLSKY_SFC_SW_DWN,2008,8.01,10.84,13.8,15.63,20.82,22.48,22.5,21.59,14.67,11.39,6.73,5.78,14.54
ALLSKY_SFC_SW_DWN,2009,7.45,11.44,14.08,17.44,20.93,20.09,21.8,19.45,16.77,8.02,7.21,5.45,14.19
ALLSKY_SFC_SW_DWN,2010,7.67,12.35,14.8,17.34,21.51,21.92,22.61,21.85,14.93,13.53,7.38,4.98,15.09
ALLSKY_SFC_SW_DWN,2011,6.67,10.24,12.71,14.82,20.28,20.44,21.97,20.74,16.0,12.85,7.75,5.55,14.19
ALLSKY_SFC_SW_DWN,2012,6.99,10.11,14.09,18.87,22.98,24.3,24.13,20.95,17.98,10.61,8.07,5.7,15.41
ALLSKY_SFC_SW_DWN,2013,7.62,8.63,14.29,16.62,18.38,20.21,24.28,20.93,16.8,10.96,7.48,5.35,14.33
ALLSKY_SFC_SW_DWN,2014,6.68,12.0,14.57,16.04,19.95,20.16,21.52,17.85,15.63,11.21,7.41,4.9,14.0
ALLSKY_SFC_SW_DWN,2015,6.85,11.79,17.03,18.85,18.14,21.05,22.64,18.97,16.85,12.05,7.47,4.71,14.71
ALLSKY_SFC_SW_DWN,2016,7.89,11.34,12.17,16.95,20.96,26.81,21.95,18.66,15.73,10.84,8.09,5.83,14.76
ALLSKY_SFC_SW_DWN,2017,4.77,11.16,11.67,14.3,21.1,25.22,24.5,18.84,16.72,9.41,7.29,6.14,14.27
ALLSKY_SFC_SW_DWN,2018,7.29,10.01,14.38,19.03,20.59,21.08,24.35,17.82,14.35,9.77,6.42,5.34,14.23
ALLSKY_SFC_SW_DWN,2019,6.9,9.87,15.79,15.65,18.06,20.69,22.84,20.0,13.42,10.21,6.89,5.86,13.88
ALLSKY_SFC_SW_DWN,2020,5.55,12.69,12.44,18.75,17.87,23.85,23.63,21.26,14.08,11.26,8.1,5.85,14.6
ALLSKY_SFC_SW_DWN,2021,6.77,12.25,14.01,18.92,19.15,25.69,21.69,20.14,16.54,10.5,8.08,5.97,14.97
ALLSKY_SFC_SW_DWN,2022,7.76,11.66,13.3,14.88,18.88,24.17,24.28,20.1,17.26,12.37,6.98,5.13,14.75
ALLSKY_SFC_SW_DWN,2023,6.66,10.26,13.15,18.91,22.59,22.02,22.79,20.53,14.9,10.74,8.2,4.95,14.66
ALLSKY_SFC_SW_DWN,2024,5.72,11.52,14.85,17.53,21.06,22.35,21.25,20.18,17.52,13.33,6.84,4.7,14.74
ALLSKY_SFC_SW_DWN,2025,8.14,11.01,14.92,17.24,21.27,21.03,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2000,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2001,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2003,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2004,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2005,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2006,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2007,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2008,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2009,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2010,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2011,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2012,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2013,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2014,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2016,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2017,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2018,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2019,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2020,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2021,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2022,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2023,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2024,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2025,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
RH2M,2000,79.54,77.54,65.65,58.66,57.83,62.72,66.59,64.04,54.97,65.02,78.88,87.87,68.27
RH2M,2001,94.17,92.22,78.9,73.05,74.67,74.49,69.1,63.3,69.21,68.47,77.22,81.52,76.26
RH2M,2002,81.37,76.37,69.92,67.78,64.98,62.61,60.59,68.75,60.45,77.18,79.26,85.04,71.19
RH2M,2003,75.73,75.9,71.78,68.87,70.5,69.73,67.64,51.98,54.89,60.77,74.76,83.73,68.82
RH2M,2004,75.8,88.82,75.44,65.49,73.97,74.91,77.34,71.27,62.02,66.58,74.44,77.57,73.6
RH2M,2005,82.98,77.88,68.06,66.93,66.91,70.76,57.34,58.05,58.47,65.72,67.75,86.22,68.88
RH2M,2006,80.36,66.11,72.96,65.44,66.96,54.98,55.93,68.02,70.21,67.75,74.27,80.22,68.65
RH2M,2007,83.77,82.62,82.57,70.91,76.06,74.49,63.09,75.33,73.84,79.72,75.82,92.18,77.53
RH2M,2008,86.31,86.67,77.41,76.29,72.54,78.16,83.01,78.99,80.13,77.92,82.85,86.33,80.53
RH2M,2009,87.36,79.67,77.77,74.73,72.95,79.24,74.78,72.86,73.3,80.4,83.95,91.85,79.08
RH2M,2010,95.81,95.79,83.69,72.9,73.52,81.23,84.09,84.98,81.87,76.07,80.86,88.08,83.18
RH2M,2011,88.74,84.47,79.42,76.53,75.14,80.58,81.27,68.12,63.4,56.5,69.88,80.42,75.33
RH2M,2012,74.45,74.81,74.78,65.61,66.07,58.09,44.99,48.87,50.6,62.68,71.46,81.36,64.46
RH2M,2013,77.51,77.47,73.9,73.39,78.76,80.88,73.29,60.56,58.91,66.24,70.97,79.36,72.58
RH2M,2014,72.77,77.5,68.22,68.4,72.39,78.09,76.16,79.5,79.69,75.46,75.98,87.1,75.93
RH2M,2015,85.5,79.05,69.17,65.8,74.3,78.01,77.2,77.15,78.8,70.59,78.98,90.28,77.07
RH2M,2016,93.43,83.89,80.87,75.18,73.43,73.93,78.28,79.76,78.36,79.07,78.86,80.08,79.6
RH2M,2017,83.84,77.29,74.52,75.07,72.27,65.91,63.67,61.18,59.01,73.48,76.89,74.86,71.48
RH2M,2018,81.89,81.68,74.96,69.21,73.28,76.02,71.12,72.17,82.16,81.26,83.65,90.82,78.16
RH2M,2019,87.04,91.09,85.74,77.73,80.49,81.33,82.33,77.82,82.19,77.8,83.74,87.4,82.84
RH2M,2020,90.01,79.76,80.04,73.0,76.22,76.53,70.29,60.27,66.5,63.04,74.26,80.28,74.17
RH2M,2021,85.97,80.1,71.8,65.5,68.09,58.75,61.97,63.23,62.85,70.59,74.61,77.41,70.04
RH2M,2022,81.98,72.62,71.22,68.93,72.36,69.26,63.64,59.69,59.16,55.4,69.69,81.85,68.81
RH2M,2023,88.67,78.11,74.32,65.64,66.49,60.9,59.26,62.37,59.72,64.91,64.06,78.59,68.57
RH2M,2024,88.79,69.49,65.52,64.09,71.36,73.17,74.84,65.64,56.04,50.49,76.19,80.99,69.74
RH2M,2025,75.08,74.75,69.26,68.93,66.49,77.14,81.65,79.29,71.47,-999.0,-999.0,-999.0,-999.0
T2M,2000,-5.37,0.71,5.96,10.37,18.98,21.44,23.98,24.3,18.84,13.07,-0.24,-11.76,10.05
T2M,2001,-6.56,-8.77,-0.33,11.66,16.0,20.56,25.18,23.77,16.47,10.05,8.3,-1.13,9.7
T2M,2002,-2.47,-0.98,-0.36,9.84,14.87,24.2,26.17,22.19,19.27,7.13,0.68,-2.68,9.87
T2M,2003,-6.86,-6.17,1.82,10.48,15.05,20.19,23.97,25.39,17.6,11.91,2.03,-2.36,9.51
T2M,2004,-7.54,-4.59,4.44,10.81,16.72,19.6,22.22,20.2,19.91,11.47,4.41,-3.0,9.59
T2M,2005,-6.78,-0.38,2.47,12.23,15.41,23.52,25.67,23.6,21.48,11.9,4.44,-5.43,10.72
T2M,2006,-0.07,-3.4,2.68,12.74,16.76,23.25,26.69,23.57,16.08,8.6,3.91,-0.64,10.93
T2M,2007,-5.51,-7.94,5.45,7.87,17.9,21.36,24.4,24.37,18.01,12.66,2.31,-6.52,9.64
T2M,2008,-7.48,-7.15,0.7,7.62,14.7,20.84,22.76,20.87,17.15,9.99,2.15,-7.84,7.9
T2M,2009,-9.46,-3.4,2.58,8.05,15.41,20.74,20.63,21.03,18.08,7.05,5.69,-7.16,8.31
T2M,2010,-11.41,-8.99,3.56,13.28,15.62,22.05,23.69,23.58,16.63,11.07,2.23,-6.36,8.84
T2M,2011,-8.84,-4.25,2.23,8.47,15.31,21.33,25.48,23.41,16.5,12.46,3.81,-1.64,9.6
T2M,2012,-2.85,-1.19,10.92,12.07,18.89,23.76,29.38,24.14,18.27,9.77,4.02,-2.36,12.11
T2M,2013,-5.83,-3.45,-0.44,6.87,15.15,20.55,22.64,24.31,20.92,10.45,1.12,-7.29,8.81
T2M,2014,-9.47,-8.9,-0.26,9.05,16.13,21.68,20.95,22.3,16.86,10.4,-1.03,-2.53,8.03
T2M,2015,-5.48,-8.95,3.45,10.89,16.22,21.42,22.93,20.96,19.75,11.32,5.23,-0.65,9.86
T2M,2016,-7.76,-2.03,5.6,10.06,15.62,22.72,23.59,22.8,19.67,12.96,6.48,-4.86,10.42
T2M,2017,-4.45,1.0,3.15,11.11,15.43,22.51,25.85,22.01,21.0,11.38,2.59,-4.11,10.66
T2M,2018,-6.99,-6.0,1.29,4.6,20.12,23.64,23.61,23.31,18.46,8.64,-1.19,-3.11,8.96
