-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Latitude  38.61   Longitude -121.83 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 67.69 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2000,6.99,9.1,17.43,22.81,25.13,30.42,30.13,25.81,20.85,14.24,9.93,7.09,18.35
ALLSKY_SFC_SW_DWN,2001,8.84,11.02,17.82,22.61,29.06,29.86,29.44,27.27,21.68,15.31,9.33,5.98,19.06
ALLSKY_SFC_SW_DWN,2002,8.0,12.88,17.51,21.45,27.55,31.02,29.65,26.74,22.04,16.29,9.86,5.85,19.1
ALLSKY_SFC_SW_DWN,2003,6.55,12.35,18.18,19.2,26.43,30.52,29.02,26.12,21.85,16.62,9.48,5.94,18.55
ALLSKY_SFC_SW_DWN,2004,6.63,10.66,18.43,23.74,28.54,30.96,30.19,26.63,22.2,14.47,9.62,6.73,19.09
ALLSKY_SFC_SW_DWN,2005,6.14,10.46,16.23,22.28,24.02,28.89,29.72,26.87,22.29,15.82,9.72,6.02,18.24
ALLSKY_SFC_SW_DWN,2006,7.72,12.96,14.03,17.89,27.37,29.04,29.7,27.35,21.89,15.44,8.72,7.27,18.31
ALLSKY_SFC_SW_DWN,2007,10.57,10.86,18.64,22.71,28.38,30.34,29.33,27.06,20.79,14.68,11.17,7.65,19.4
ALLSKY_SFC_SW_DWN,2008,6.59,12.33,18.96,24.87,27.35,30.25,28.77,26.83,22.21,15.54,9.54,6.88,19.19
ALLSKY_SFC_SW_DWN,2009,9.21,10.18,17.86,23.73,26.64,28.33,30.41,26.67,21.32,15.12,10.89,6.78,18.98
ALLSKY_SFC_SW_DWN,2010,5.6,9.75,17.07,19.72,24.8,29.68,30.57,27.26,21.87,13.93,10.42,5.64,18.07
ALLSKY_SFC_SW_DWN,2011,7.26,12.7,13.1,22.31,24.74,26.9,30.29,27.79,21.55,15.15,9.63,9.14,18.41
ALLSKY_SFC_SW_DWN,2012,9.25,12.95,14.24,22.36,28.59,30.45,30.03,26.7,21.9,15.07,9.76,6.62,19.0
ALLSKY_SFC_SW_DWN,2013,10.03,14.34,17.72,24.56,27.57,29.01,29.48,26.44,21.01,16.65,10.87,9.54,19.8
ALLSKY_SFC_SW_DWN,2014,9.94,10.91,16.27,22.85,28.15,31.01,27.99,24.98,21.16,15.33,9.58,5.96,18.71
ALLSKY_SFC_SW_DWN,2015,8.72,12.15,18.56,24.37,26.97,29.44,27.98,25.75,20.01,15.27,10.46,7.33,18.95
ALLSKY_SFC_SW_DWN,2016,6.84,13.05,15.72,22.76,25.42,29.94,30.75,27.03,22.29,13.03,9.89,7.64,18.7
ALLSKY_SFC_SW_DWN,2017,7.66,10.06,16.55,20.1,27.97,29.28,30.48,25.59,19.91,16.35,8.48,8.91,18.5
ALLSKY_SFC_SW_DWN,2018,7.08,14.24,15.67,21.79,27.2,31.36,28.89,25.76,22.3,16.07,9.65,7.55,18.98
ALLSKY_SFC_SW_DWN,2019,7.81,9.93,15.44,21.56,24.69,30.45,29.98,26.66,21.3,16.74,10.7,6.4,18.51
ALLSKY_SFC_SW_DWN,2020,7.91,14.98,16.1,22.29,26.26,30.17,30.45,24.57,19.11,15.52,11.07,8.26,18.89
ALLSKY_SFC_SW_DWN,2021,8.26,13.45,18.4,25.49,29.7,31.14,28.99,23.53,21.67,14.09,9.44,5.94,19.19
ALLSKY_SFC_SW_DWN,2022,9.94,15.07,18.68,23.18,28.07,29.45,29.38,25.96,20.27,16.24,10.75,6.21,19.45
